37.6526	68.4856
-96.0343	-70.3124
-242.381	-215.672
-88.1179	-54.8535
-139.561	-117.124
-236.347	-203.607
73.8674	107.971
31.4843	56.2735
91.5848	117.819
-240.417	-210.543
-71.5248	-39.9184
-242.931	-216.501
-104.066	-81.0444
2.51667	34.2366
151.633	177.6
31.689	56.7154
-249.978	-231.029
146.142	179.68
37.0502	65.8381
-245.023	-220.21
-84.1369	-55.0505
-67.8388	-46.4328
-120.666	-93.3005
-64.1779	-35.2157
39.1276	77.7856
89.4474	119.073
38.776	66.2879
-246.354	-222.427
-169.613	-142.913
-156.652	-127.699
-39.7024	-9.68308
77.1502	110.598
35.8467	61.5295
84.3248	110.811
-237.404	-206.739
-239.755	-210.764
160.19	190.104
-250.305	-226.554
-241.376	-216.193
-50.4538	-17.172
-137.671	-116.367
-241.116	-212.832
-240.446	-212.208
-152.95	-122.175
-243.133	-215.231
-241.376	-210.172
-116.41	-91.88
-105.048	-78.1646
-21.9381	7.44141
-236.86	-203.306
-104.762	-74.25
148.918	179.912
32.4962	59.6747
-243.825	-214.567
-89.9331	-63.0134
-244.286	-216.209
-155.514	-133.956
-35.9745	-8.83056
-246.012	-221.086
-225.923	-203.52
-104.713	-75.9154
-242.351	-212.595
-247.552	-221.055
16.499	47.3568
-241.22	-212.026
-236.228	-209.982
-144.725	-121.354
-20.7774	8.93308
-246.763	-220.305
35.9657	68.6318
-102.221	-78.3538
-214.107	-184.983
-240.178	-209.762
-244.613	-215.12
33.0319	65.1672
-18.9995	14.6543
-213.586	-189.433
-106.243	-76.1051
81.3819	115.818
165.718	191.86
-238.862	-207.812
-155.558	-125.323
-11.9164	12.0503
-85.0224	-61.2929
-240.699	-208.01
-240.112	-217.203
-239.576	-205.508
-244.613	-218.466
39.4157	72.1472
-5.80381	24.7909
39.0143	64.6902
-243.609	-215.025
-243.17	-216.919
86.4307	119.468
-250.409	-228.709
-131.964	-105.722
-198.854	-169.516
3.09714	35.2076
-238.918	-205.398
-128.843	-101.113
-81.3507	-53.2907
-164.126	-139.244
-241.986	-215.136
